id,nameWithOwner,url,stargazerCount,createdAt,pushedAt,primaryLanguage
MDEwOlJlcG9zaXRvcnkyMzMxMzAwODk=,charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,40329,2020-01-10T21:04:03Z,2026-03-06T17:24:50Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk2MjE1NjQwMw==,QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40310,2016-06-28T16:17:32Z,2026-01-20T11:01:02Z,{'name': 'HTML'}
R_kgDOIicM-w,twentyhq/twenty,https://github.com/twentyhq/twenty,40262,2022-12-01T13:04:40Z,2026-03-06T20:51:08Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxOTMyOTIwNjE=,zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,40212,2019-06-23T00:49:35Z,2025-11-11T12:34:09Z,
MDEwOlJlcG9zaXRvcnkxMTE2NTQy,aria2/aria2,https://github.com/aria2/aria2,40207,2010-11-27T09:41:48Z,2025-11-24T07:07:56Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkzNzc0MzI4,wg/wrk,https://github.com/wg/wrk,40116,2012-03-20T11:12:28Z,2023-12-30T10:33:51Z,{'name': 'C'}
MDEwOlJlcG9zaXRvcnk0NDE1MDQ5Nw==,remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40057,2015-10-13T03:49:25Z,2026-03-06T10:13:56Z,{'name': 'Nunjucks'}
MDEwOlJlcG9zaXRvcnkxOTAzNTIy,php/php-src,https://github.com/php/php-src,39986,2011-06-16T01:52:25Z,2026-03-06T13:11:20Z,{'name': 'C'}
MDEwOlJlcG9zaXRvcnk0MDk5NzQ4Mg==,vim/vim,https://github.com/vim/vim,39961,2015-08-18T21:03:56Z,2026-03-05T20:39:47Z,{'name': 'Vim Script'}
MDEwOlJlcG9zaXRvcnkxNTQ3NDc1Nzc=,google-research/bert,https://github.com/google-research/bert,39892,2018-10-25T22:57:34Z,2024-07-23T23:39:41Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk0MTk4NjM2OQ==,pingcap/tidb,https://github.com/pingcap/tidb,39875,2015-09-06T04:01:52Z,2026-03-06T20:13:59Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk2MTEzNzE1Mw==,evanw/esbuild,https://github.com/evanw/esbuild,39822,2016-06-14T16:08:50Z,2026-02-05T22:03:53Z,{'name': 'Go'}
R_kgDOLa1ymg,HeyPuter/puter,https://github.com/HeyPuter/puter,39821,2024-03-03T01:44:32Z,2026-03-06T19:56:10Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc/trpc,https://github.com/trpc/trpc,39675,2020-07-18T01:17:11Z,2026-03-06T08:46:24Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMzg1NTQ3Ng==,go-gorm/gorm,https://github.com/go-gorm/gorm,39652,2013-10-25T08:31:38Z,2026-03-06T12:07:15Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkyNzAxNzE1Njc=,freefq/free,https://github.com/freefq/free,39651,2020-06-07T02:48:33Z,2024-08-20T09:43:55Z,
R_kgDOLAgryw,danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,39535,2024-01-03T23:18:31Z,2026-03-06T17:50:04Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk2NjcwMDY=,videojs/video.js,https://github.com/videojs/video.js,39516,2010-05-14T18:45:10Z,2026-02-11T17:40:25Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnk3MDkwNTQ3OA==,floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39481,2016-10-14T11:49:48Z,2022-11-27T13:18:32Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxMTkxNjA1NTM=,photoprism/photoprism,https://github.com/photoprism/photoprism,39423,2018-01-27T12:00:15Z,2026-03-06T18:11:39Z,{'name': 'Go'}
R_kgDOJLWfsQ,lm-sys/FastChat,https://github.com/lm-sys/FastChat,39421,2023-03-19T00:18:02Z,2025-06-02T15:22:03Z,{'name': 'Python'}
R_kgDOOY4eVg,bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,39384,2025-04-13T14:54:25Z,2026-03-06T15:59:16Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyMzQyMzEzNzE=,gofiber/fiber,https://github.com/gofiber/fiber,39339,2020-01-16T03:59:20Z,2026-03-06T13:10:04Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkyNzU5OTM4ODU=,appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,39337,2020-06-30T04:07:36Z,2026-03-06T20:03:48Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk4MTIyNzAwNQ==,facebookresearch/faiss,https://github.com/facebookresearch/faiss,39283,2017-02-07T16:07:05Z,2026-03-06T17:49:04Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkxNzAzMjY5Mjk=,goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,39194,2019-02-12T13:55:30Z,2024-07-28T19:57:31Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnk5MzkzNzU5,phaserjs/phaser,https://github.com/phaserjs/phaser,39132,2013-04-12T12:27:51Z,2026-03-06T05:57:17Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyMzk3NDE0OQ==,Dogfalo/materialize,https://github.com/Dogfalo/materialize,39126,2014-09-12T19:35:38Z,2025-08-10T02:17:57Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkzNTk2OTA2MQ==,google/styleguide,https://github.com/google/styleguide,39070,2015-05-20T19:18:59Z,2025-11-13T17:00:06Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnk2NzMxNDMy,koalaman/shellcheck,https://github.com/koalaman/shellcheck,39061,2012-11-17T03:15:11Z,2026-02-27T08:32:52Z,{'name': 'Haskell'}
R_kgDOJUCpQQ,suno-ai/bark,https://github.com/suno-ai/bark,39038,2023-04-07T19:34:48Z,2024-08-19T07:45:36Z,{'name': 'Jupyter Notebook'}
R_kgDOHoRNyA,imputnet/cobalt,https://github.com/imputnet/cobalt,39015,2022-07-08T18:12:55Z,2026-01-24T21:06:59Z,{'name': 'Svelte'}
R_kgDOJibVLQ,QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,38973,2023-05-12T23:53:30Z,2025-07-09T12:55:23Z,{'name': 'Python'}
R_kgDOGQOHdA,DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,38901,2021-10-21T09:32:50Z,2026-03-05T20:40:10Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnkyMzQwNTc1OA==,google/leveldb,https://github.com/google/leveldb,38876,2014-08-27T21:17:52Z,2025-01-30T17:33:01Z,{'name': 'C++'}
R_kgDOMBVqQg,2noise/ChatTTS,https://github.com/2noise/ChatTTS,38874,2024-05-27T18:26:49Z,2026-01-18T05:30:01Z,{'name': 'Python'}
R_kgDOJF_VYg,chatboxai/chatbox,https://github.com/chatboxai/chatbox,38803,2023-03-06T12:22:15Z,2026-02-13T15:51:08Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk3MjM0MzY1Nw==,mifi/lossless-cut,https://github.com/mifi/lossless-cut,38795,2016-10-30T10:49:56Z,2026-03-01T16:04:32Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkyNzQ0OTU0MjU=,remotion-dev/remotion,https://github.com/remotion-dev/remotion,38751,2020-06-23T19:49:10Z,2026-03-06T20:01:19Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk0MDAyMTU5NjQ=,novuhq/novu,https://github.com/novuhq/novu,38649,2021-08-26T15:22:44Z,2026-03-06T20:03:35Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxNDMzMjgzMTU=,mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,38645,2018-08-02T17:56:45Z,2026-03-06T16:26:51Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxODYwMjQyOTg=,nushell/nushell,https://github.com/nushell/nushell,38639,2019-05-10T16:59:42Z,2026-03-06T15:48:04Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnkxMzg0MDI0MQ==,freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,38583,2013-10-24T18:16:07Z,2026-03-06T01:53:08Z,{'name': 'Ruby'}
MDEwOlJlcG9zaXRvcnkzMDY1NDU0,impress/impress.js,https://github.com/impress/impress.js,38517,2011-12-28T22:23:19Z,2026-01-24T15:42:36Z,{'name': 'JavaScript'}
R_kgDOP1JGWw,tw93/Mole,https://github.com/tw93/Mole,38489,2025-09-23T06:38:40Z,2026-03-06T12:35:20Z,{'name': 'Shell'}
R_kgDOHSAURg,agno-agi/agno,https://github.com/agno-agi/agno,38486,2022-05-04T15:23:02Z,2026-03-06T15:08:30Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk0MjI4MzI4Nw==,preactjs/preact,https://github.com/preactjs/preact,38453,2015-09-11T02:40:18Z,2026-03-04T16:16:59Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyODc0NjM4MzA=,microsoft/qlib,https://github.com/microsoft/qlib,38333,2020-08-14T06:46:00Z,2026-02-12T13:07:19Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkzOTg0MDkzMg==,google/googletest,https://github.com/google/googletest,38304,2015-07-28T15:07:53Z,2026-03-05T18:11:37Z,{'name': 'C++'}
R_kgDOMygLrA,PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,38288,2024-09-16T15:38:38Z,2025-10-24T16:37:26Z,{'name': 'MDX'}
MDEwOlJlcG9zaXRvcnkxMTg4NjEyNzY=,gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,38270,2018-01-25T04:16:53Z,2026-03-03T21:13:42Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxOTE0ODk0OQ==,PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38227,2014-04-25T14:29:47Z,2025-06-05T07:06:39Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnkxMjA0MjU3Nzk=,lapce/lapce,https://github.com/lapce/lapce,38111,2018-02-06T08:41:06Z,2026-03-05T00:51:23Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnk3NDE3NTgwNQ==,istio/istio,https://github.com/istio/istio,38082,2016-11-18T23:57:21Z,2026-03-06T20:34:01Z,{'name': 'Go'}
R_kgDOKALCgQ,BerriAI/litellm,https://github.com/BerriAI/litellm,38070,2023-07-27T00:09:52Z,2026-03-06T20:49:21Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxMjYxNzg2ODM=,halo-dev/halo,https://github.com/halo-dev/halo,38041,2018-03-21T12:56:52Z,2026-03-06T03:41:29Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnk1Njg5OTI4NA==,Kong/insomnia,https://github.com/Kong/insomnia,38009,2016-04-23T03:54:26Z,2026-03-06T10:01:40Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMDEzOTQzMzU=,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,37985,2017-08-25T10:40:44Z,2026-03-05T06:16:16Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzNzk1ODM1OA==,naptha/tesseract.js,https://github.com/naptha/tesseract.js,37899,2015-06-24T02:49:52Z,2026-02-28T02:55:17Z,{'name': 'JavaScript'}
R_kgDOQfttOw,nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,37845,2025-11-30T11:36:31Z,2026-03-02T04:14:35Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNzYyMDM0Nw==,dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,37769,2014-03-11T06:09:42Z,2026-03-06T20:54:07Z,{'name': 'C#'}
MDEwOlJlcG9zaXRvcnk5NzI0OTQwNg==,denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,37737,2017-07-14T15:42:12Z,2025-03-18T13:55:28Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyMjkzMTU4,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,37659,2011-08-30T06:13:20Z,2026-03-05T17:33:28Z,{'name': 'Ruby'}
MDEwOlJlcG9zaXRvcnkzNTQ0NDI0,httpie/cli,https://github.com/httpie/cli,37646,2012-02-25T12:39:13Z,2024-12-17T17:30:35Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk2OTYyOTQzNA==,FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,37639,2016-09-30T03:13:43Z,2023-07-16T16:48:59Z,{'name': 'CSS'}
MDEwOlJlcG9zaXRvcnkyNjM3Mjc4NTU=,pola-rs/polars,https://github.com/pola-rs/polars,37635,2020-05-13T19:45:33Z,2026-03-06T17:30:28Z,{'name': 'Rust'}
R_kgDOQheEEQ,code-yeongyu/oh-my-opencode,https://github.com/code-yeongyu/oh-my-opencode,37578,2025-12-03T01:40:05Z,2026-03-06T20:46:08Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMjA4ODc4MzU=,huihut/interview,https://github.com/huihut/interview,37560,2018-02-09T09:49:48Z,2025-08-24T07:01:54Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkzNTI5MzMxNDA=,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,37552,2021-03-30T08:51:34Z,2026-03-06T18:04:30Z,{'name': 'JavaScript'}
R_kgDOLrNzLw,RSSNext/Folo,https://github.com/RSSNext/Folo,37528,2024-04-08T03:23:35Z,2026-03-04T17:12:26Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxNjk2NzcyOTc=,vlang/v,https://github.com/vlang/v,37477,2019-02-08T02:57:06Z,2026-03-06T13:10:17Z,{'name': 'V'}
MDEwOlJlcG9zaXRvcnk1OTQzNTM2NA==,outline/outline,https://github.com/outline/outline,37463,2016-05-22T21:31:47Z,2026-03-06T02:34:16Z,{'name': 'TypeScript'}
R_kgDOIm2Jlg,LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,37443,2022-12-13T05:24:17Z,2024-08-17T01:55:35Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk0MTg4OTAzMQ==,TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,37431,2015-09-03T23:39:26Z,2026-03-02T08:27:38Z,{'name': 'Java'}
R_kgDOJQ_nbA,chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,37421,2023-03-31T12:12:45Z,2025-11-10T09:27:42Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNTE2MTk3MTc=,google-research/google-research,https://github.com/google-research/google-research,37404,2018-10-04T18:42:48Z,2026-03-05T13:55:20Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnkzNDkzMjEyMjk=,TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,37392,2021-03-19T06:18:20Z,2024-07-26T18:44:02Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNTMyMjI1OTk=,CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,37380,2020-04-05T11:50:24Z,2026-03-05T14:05:03Z,{'name': 'Vue'}
MDEwOlJlcG9zaXRvcnk5NzU0OTgz,eugenp/tutorials,https://github.com/eugenp/tutorials,37352,2013-04-29T18:26:36Z,2026-03-05T05:24:32Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnkxMjg2MjQ0NTM=,NervJS/taro,https://github.com/NervJS/taro,37333,2018-04-08T09:32:26Z,2026-03-06T12:48:43Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzMTUyMjA0MQ==,vnpy/vnpy,https://github.com/vnpy/vnpy,37309,2015-03-02T03:36:58Z,2026-01-14T23:58:50Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkzNzM4Mjg1OA==,kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,37283,2015-06-13T18:25:17Z,2024-08-21T13:01:11Z,{'name': 'Ruby'}
MDEwOlJlcG9zaXRvcnk3NTgyMTQzMg==,llvm/llvm-project,https://github.com/llvm/llvm-project,37248,2016-12-07T09:39:33Z,2026-03-06T20:52:24Z,{'name': 'LLVM'}
R_kgDOGHuIZQ,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,37246,2021-09-27T05:09:04Z,2026-02-07T10:59:38Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnk3NTgzMDk2OA==,exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,37204,2016-12-07T11:46:51Z,2019-12-03T04:25:44Z,{'name': 'TeX'}
MDEwOlJlcG9zaXRvcnkxOTExMTM3Mzk=,0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,37197,2019-06-10T06:54:19Z,2025-10-22T09:39:06Z,{'name': 'Python'}
R_kgDOG1Zs1w,paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,37177,2022-02-12T21:56:52Z,2026-03-06T20:50:46Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNTA0NTc1MQ==,docker/compose,https://github.com/docker/compose,37136,2013-12-09T11:40:58Z,2026-03-06T13:08:46Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkxNDY2MzM1ODk=,alibaba/arthas,https://github.com/alibaba/arthas,37127,2018-08-29T17:15:57Z,2026-03-05T10:10:23Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,openai/gym,https://github.com/openai/gym,37078,2016-04-27T14:59:16Z,2024-10-11T20:07:05Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNjUxMjI0Nzg=,ManimCommunity/manim,https://github.com/ManimCommunity/manim,37067,2020-05-19T02:37:13Z,2026-03-04T02:48:31Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxOTgwNzE3NTY=,huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,37043,2019-07-21T15:12:52Z,2026-01-31T18:22:26Z,{'name': 'C#'}
MDEwOlJlcG9zaXRvcnkxMDE2ODQzNzQ=,satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,36912,2017-08-28T20:22:19Z,2026-01-13T19:49:12Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMjExMjk1MTk=,AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,36902,2019-11-12T04:26:18Z,2025-11-03T12:37:27Z,
MDEwOlJlcG9zaXRvcnkzOTM1NzE1OTk=,babysor/MockingBird,https://github.com/babysor/MockingBird,36878,2021-08-07T03:53:39Z,2026-03-03T14:59:58Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxODkyODU1NTQ=,exelban/stats,https://github.com/exelban/stats,36835,2019-05-29T19:24:56Z,2026-03-06T19:49:40Z,{'name': 'Swift'}
R_kgDOJ8NLww,drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,36830,2023-07-16T17:09:20Z,2026-03-06T20:09:28Z,{'name': 'JavaScript'}
R_kgDOL4aHWw,inkonchain/docs,https://github.com/inkonchain/docs,36828,2024-05-07T16:49:36Z,2026-03-04T11:55:50Z,{'name': 'MDX'}
MDEwOlJlcG9zaXRvcnkxNzk2MTM5NzY=,PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,36785,2019-04-05T03:31:23Z,2026-01-19T14:34:34Z,{'name': 'HTML'}
R_kgDOL7JZjA,inkonchain/node,https://github.com/inkonchain/node,36779,2024-05-13T23:20:40Z,2025-11-17T21:44:12Z,{'name': 'Shell'}
MDEwOlJlcG9zaXRvcnk0NzkzMzky,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,36770,2012-06-26T09:52:15Z,2026-02-26T10:18:22Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk1OTIzOTM0Nw==,portainer/portainer,https://github.com/portainer/portainer,36764,2016-05-19T20:15:28Z,2026-03-06T13:21:23Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk3MTkwOTg2,shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36685,2012-12-16T13:40:29Z,2026-02-18T07:09:54Z,{'name': 'Kotlin'}
R_kgDONKVeSw,inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,36684,2024-11-04T16:32:17Z,2025-10-20T15:44:41Z,{'name': 'TypeScript'}
R_kgDOIhIiww,roboflow/supervision,https://github.com/roboflow/supervision,36646,2022-11-28T14:08:44Z,2026-03-03T08:43:15Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMDk2NTc5,markedjs/marked,https://github.com/markedjs/marked,36632,2011-07-24T13:15:51Z,2026-03-04T17:35:42Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkyMTU1Mjk3MQ==,alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,36599,2014-07-07T01:57:42Z,2025-08-28T14:40:51Z,
MDEwOlJlcG9zaXRvcnk2MzI2NjIxMw==,open-guides/og-aws,https://github.com/open-guides/og-aws,36595,2016-07-13T17:30:16Z,2024-08-16T02:51:54Z,{'name': 'Shell'}
R_kgDOJ3Sp1w,gkd-kit/gkd,https://github.com/gkd-kit/gkd,36579,2023-07-04T03:59:15Z,2026-03-06T08:20:09Z,{'name': 'Kotlin'}
MDEwOlJlcG9zaXRvcnkyNDg0MTYzNQ==,date-fns/date-fns,https://github.com/date-fns/date-fns,36500,2014-10-06T10:24:22Z,2025-09-08T08:25:16Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMzg3NTQ3OTA=,duckdb/duckdb,https://github.com/duckdb/duckdb,36470,2018-06-26T15:04:45Z,2026-03-06T13:17:46Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkxNjg3OTk1MjY=,huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,36453,2019-02-02T05:51:12Z,2026-03-05T18:48:07Z,{'name': 'Python'}
R_kgDOJaT1fQ,chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,36431,2023-04-23T12:42:08Z,2026-03-06T17:42:15Z,{'name': 'Python'}
R_kgDOMA9nfw,karpathy/LLM101n,https://github.com/karpathy/LLM101n,36424,2024-05-27T00:23:38Z,2024-08-01T01:20:33Z,
R_kgDOMf15Pg,DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,36416,2024-08-06T06:54:54Z,2026-03-01T14:39:57Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxMDk0ODQzNjU=,fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,36404,2017-11-04T10:04:08Z,2025-08-25T04:02:38Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnk1Mjc3MzE1Nw==,typeorm/typeorm,https://github.com/typeorm/typeorm,36366,2016-02-29T07:41:14Z,2026-03-06T20:17:42Z,{'name': 'TypeScript'}
R_kgDOMQfyrg,666ghj/BettaFish,https://github.com/666ghj/BettaFish,36295,2024-07-01T13:11:38Z,2026-03-05T07:23:26Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk2OTg4MDIw,SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,36204,2012-12-03T19:25:52Z,2024-04-18T08:06:46Z,
MDEwOlJlcG9zaXRvcnkyNDk3Njc1NQ==,hankcs/HanLP,https://github.com/hankcs/HanLP,36172,2014-10-09T06:36:16Z,2025-11-15T23:08:17Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxMjgyMDUzNw==,slatedocs/slate,https://github.com/slatedocs/slate,36158,2013-09-13T22:15:24Z,2026-02-01T05:54:12Z,
MDEwOlJlcG9zaXRvcnkyNzM4NzE4NTk=,juanfont/headscale,https://github.com/juanfont/headscale,36158,2020-06-21T09:21:05Z,2026-03-06T13:18:45Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkxNzgwOTIxMzQ=,formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,36141,2019-03-27T23:53:37Z,2025-02-03T05:15:20Z,
MDEwOlJlcG9zaXRvcnk0NzM5NDc3Ng==,lerna/lerna,https://github.com/lerna/lerna,36089,2015-12-04T09:36:55Z,2026-03-05T00:09:19Z,{'name': 'TypeScript'}
R_kgDOKzf7EQ,myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,36044,2023-11-29T12:17:01Z,2025-04-19T16:00:00Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNjc3NzU2Mjk=,geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,36016,2020-05-29T05:47:09Z,2023-06-13T04:13:17Z,{'name': 'Java'}
R_kgDOJkkUqA,XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,35972,2023-05-18T10:08:02Z,2024-05-18T17:51:40Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk5NDQ5ODYzNQ==,carbon-app/carbon,https://github.com/carbon-app/carbon,35966,2017-06-16T02:50:28Z,2026-02-10T05:07:19Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyMzEyOTQ1OA==,aseprite/aseprite,https://github.com/aseprite/aseprite,35965,2014-08-19T23:44:50Z,2026-03-06T18:42:20Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkzMzkwMjQz,servo/servo,https://github.com/servo/servo,35902,2012-02-08T19:07:25Z,2026-03-06T20:10:20Z,{'name': 'Rust'}
R_kgDOKGq6Fg,opentofu/manifesto,https://github.com/opentofu/manifesto,35889,2023-08-13T16:17:24Z,2025-03-18T18:26:51Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnkzMzUxODcx,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,35834,2012-02-04T09:37:46Z,2026-03-06T13:55:37Z,{'name': 'C++'}
R_kgDOLDYetA,deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,35805,2024-01-11T02:43:17Z,2026-02-23T16:27:47Z,
MDEwOlJlcG9zaXRvcnkxMzQyODI2NA==,ShareX/ShareX,https://github.com/ShareX/ShareX,35788,2013-10-08T23:32:10Z,2026-03-06T18:18:29Z,{'name': 'C#'}
R_kgDOJTvgag,reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,35776,2023-04-07T02:29:19Z,2025-04-29T01:19:32Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk2OTQ5NTE3MA==,fastify/fastify,https://github.com/fastify/fastify,35756,2016-09-28T19:10:14Z,2026-03-06T15:50:24Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxMTU1MTUzOA==,koajs/koa,https://github.com/koajs/koa,35739,2013-07-20T18:53:45Z,2026-02-28T03:51:34Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxNDkwMDEzNjU=,doocs/leetcode,https://github.com/doocs/leetcode,35731,2018-09-16T14:03:03Z,2026-03-06T02:41:48Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnkzNzQ0ODQ1MQ==,mattermost/mattermost,https://github.com/mattermost/mattermost,35692,2015-06-15T06:50:02Z,2026-03-06T20:30:16Z,{'name': 'TypeScript'}
